http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/read,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/write,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/derive,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/append,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/extractChar,0
http://purl.org/datanode/ns/about,permission http://purl.oclc.org/NET/ldr/ns#Distribution,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/reproduce,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/display,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/commercialize,0
http://purl.org/datanode/ns/about,permission http://creativecommons.org/ns#DerivativeWorks,0
http://purl.org/datanode/ns/about,permission http://www.editeur.org/onix-pl/extract-page,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/install,0
http://purl.org/datanode/ns/about,permission http://creativecommons.org/ns#Distribution,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/extractWord,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/copy,0
http://purl.org/datanode/ns/about,permission http://www.editeur.org/onix-pl/extract-word,0
http://purl.org/datanode/ns/about,permission http://purl.org/NET/ldr/ns#reutilization,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/execute,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/present,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/writeTo,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/move,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/share,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/sell,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/license,0
http://purl.org/datanode/ns/about,permission http://creativecommons.org/ns#CommercialUse,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/modify,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/extract,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/digitize,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/print,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/export,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/archive,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/aggregate,0
http://purl.org/datanode/ns/about,permission http://www.editeur.org/onix-pl/extract-char,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/extractPage,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/grantUse,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/index,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/concurrentUse,0
http://purl.org/datanode/ns/about,permission http://purl.org/NET/ldr/ns#IPRRight,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/transform,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/play,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/use,0
http://purl.org/datanode/ns/about,permission http://purl.oclc.org/NET/ldr/ns#Reproduction,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/anonymize,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/textToSpeech,0
http://purl.org/datanode/ns/about,permission http://purl.org/NET/ldr/ns#extraction,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/annotate,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/appendTo,0
http://purl.org/datanode/ns/about,permission http://creativecommons.org/ns#Reproduction,0
http://purl.org/datanode/ns/about,permission http://purl.org/NET/ldr/ns#databaseRight,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/distribute,0
http://purl.org/datanode/ns/about,permission http://www.w3.org/ns/odrl/2/translate,0
http://purl.org/datanode/ns/about,permission http://purl.oclc.org/NET/ldr/ns#Derivation,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/read,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/write,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/derive,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/append,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/extractChar,0
http://purl.org/datanode/ns/about,prohibition http://purl.oclc.org/NET/ldr/ns#Distribution,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/reproduce,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/display,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/commercialize,0
http://purl.org/datanode/ns/about,prohibition http://creativecommons.org/ns#DerivativeWorks,0
http://purl.org/datanode/ns/about,prohibition http://www.editeur.org/onix-pl/extract-page,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/install,0
http://purl.org/datanode/ns/about,prohibition http://creativecommons.org/ns#Distribution,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/extractWord,0
http://purl.org/datanode/ns/about,prohibition http://www.editeur.org/onix-pl/extract-word,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/copy,0
http://purl.org/datanode/ns/about,prohibition http://purl.org/NET/ldr/ns#reutilization,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/execute,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/present,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/writeTo,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/move,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/sell,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/share,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/license,0
http://purl.org/datanode/ns/about,prohibition http://creativecommons.org/ns#CommercialUse,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/modify,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/digitize,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/extract,0
http://purl.org/datanode/ns/about,prohibition http://www.w3.org/ns/odrl/2/export,0
